HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
037-199001-039,10,58.321,-164.0185,38,1990,7.104044
037-199001-040,10,58.65867,-164.0065,31,1990,6.551726
037-199001-041,10,58.98783,-164.0002,24,1990,0.53945
037-199001-042,10,59.34933,-163.9968,18,1990,0.928461
037-199001-044,10,59.33567,-164.6283,18,1990,0.385412
037-199001-046,10,59.0195,-165.301,24,1990,0.204916
037-199001-047,10,58.68,-165.2697,37,1990,6.807032
037-199001-048,10,58.33083,-165.2657,44,1990,4.209224
037-199001-049,10,58.015,-165.233,37,1990,7.887403
037-199001-050,31,57.67317,-165.2505,59,1990,1.677516
037-199001-051,31,57.33183,-165.236,64,1990,26.984301
037-199001-052,31,57.01217,-165.2002,70,1990,4.84737
037-199001-053,31,56.68067,-165.2327,75,1990,20.664743
037-199001-054,31,56.34467,-165.2025,86,1990,17.168084
037-199001-055,31,56.00217,-165.2057,93,1990,7.566265
037-199001-056,31,55.68117,-165.1637,106,1990,118.994074
037-199001-057,50,55.34167,-165.164,110,1990,472.227505
037-199001-058,50,55.0045,-165.1097,126,1990,99.06264
037-199001-059,31,54.68,-165.1155,80,1990,0
037-199001-060,50,55.00833,-166.3238,143,1990,34.485881
037-199001-061,50,55.34083,-166.3403,132,1990,36.98681
037-199001-062,50,55.66317,-166.3945,124,1990,32.789005
037-199001-110,41,60.01633,-170.6222,62,1990,14.976322
037-199001-004,10,57.0115,-159.099,29,1990,0.043724
037-199001-063,50,55.99133,-166.4107,123,1990,86.727783
037-199001-111,41,59.67217,-170.5932,66,1990,2.730897
037-199001-005,10,57.33517,-159.0658,48,1990,33.109903
037-199001-112,41,59.34667,-170.5422,66,1990,4.585835
037-199001-064,31,56.3255,-166.4,102,1990,51.440885
037-199001-006,10,57.66467,-159.0293,48,1990,5.967713
037-199001-113,41,59.01567,-170.4837,70,1990,1.201991
037-199001-065,31,56.6575,-166.4358,84,1990,211.649245
037-199001-114,41,58.67067,-170.4778,73,1990,3.249172
037-199001-066,31,56.99717,-166.4367,73,1990,4.8838
037-199001-007,10,57.96183,-158.973,37,1990,0.647795
037-199001-115,41,58.345,-170.38,73,1990,13.104344
037-199001-067,31,57.3215,-166.4942,68,1990,76.130341
037-199001-010,10,58.24167,-160.1722,29,1990,0
037-199001-116,42,58.00417,-170.338,73,1990,17.181825
037-199001-011,10,57.99683,-160.1875,48,1990,22.152779
037-199001-068,31,57.64817,-166.5152,64,1990,21.719867
037-199001-117,42,57.8415,-170.6217,77,1990,178.818785
037-199001-012,31,57.67317,-160.263,49,1990,17.229876
037-199001-069,31,57.99,-166.5292,59,1990,14.249615
037-199001-118,42,57.68017,-170.2727,71,1990,182.676484
037-199001-013,31,57.3465,-160.2603,59,1990,12.573943
037-199001-070,10,58.34717,-166.5755,44,1990,2.585096
037-199001-119,42,57.52033,-170.5545,71,1990,503.974888
037-199001-071,20,58.65267,-166.565,40,1990,10.070543
037-199001-015,31,56.949,-160.2967,66,1990,21.650441
037-199001-120,42,57.38133,-170.2165,59,1990,27.704604
037-199001-016,31,56.66817,-161.5145,86,1990,35.784061
037-199001-072,20,58.98917,-166.5715,31,1990,3.290319
037-199001-121,42,57.13883,-170.4883,48,1990,0
037-199001-073,20,59.3115,-166.5985,26,1990,1.177363
037-199001-017,31,56.996,-161.5495,66,1990,44.782281
037-199001-122,42,56.94817,-170.1518,77,1990,13.092468
037-199001-074,20,60.31633,-167.3603,29,1990,0.042485
037-199001-123,42,56.835,-170.4677,101,1990,91.828435
037-199001-018,31,57.3395,-161.5278,55,1990,8.759554
037-199001-075,20,60.32217,-167.9482,27,1990,3.676322
037-199001-124,42,56.67767,-170.1725,97,1990,250.346656
037-199001-019,10,57.66767,-161.496,51,1990,69.071892
037-199001-076,20,60.01367,-167.9802,22,1990,3.103148
037-199001-125,50,56.35783,-170.0678,106,1990,804.716729
037-199001-077,20,59.669,-167.8418,31,1990,10.329442
037-199001-126,61,56.33567,-170.6695,119,1990,50.443456
037-199001-020,10,57.98933,-161.4715,53,1990,5.465329
037-199001-078,20,59.34883,-167.916,37,1990,9.775369
037-199001-127,61,56.67967,-171.3287,126,1990,1254.710923
037-199001-021,10,58.308,-161.3955,31,1990,0.988571
037-199001-079,20,59.00533,-167.8903,38,1990,5.880437
037-199001-128,61,56.99117,-171.395,110,1990,406.821534
037-199001-022,10,58.6385,-162.6663,24,1990,1.558649
037-199001-080,20,58.67817,-167.8482,44,1990,17.728699
037-199001-129,41,57.32283,-171.4672,101,1990,147.537997
037-199001-023,10,58.339,-162.7067,31,1990,1.038301
037-199001-130,41,57.66433,-171.5272,99,1990,336.956399
037-199001-081,41,58.34383,-167.8287,59,1990,10.422599
037-199001-131,41,57.99283,-171.6012,97,1990,632.870084
037-199001-024,10,58.01233,-162.7517,40,1990,11.507404
037-199001-082,41,58.00783,-167.7887,66,1990,14.381606
037-199001-132,41,58.33133,-171.6393,95,1990,174.911785
037-199001-025,10,57.6705,-162.754,42,1990,12.233217
037-199001-083,31,57.6745,-167.7562,68,1990,21.511589
037-199001-133,41,58.65817,-171.7105,93,1990,51.887635
037-199001-026,10,57.34383,-162.7688,46,1990,15.67887
037-199001-134,41,58.99533,-171.7753,86,1990,41.330388
037-199001-084,31,57.33517,-167.7267,71,1990,37.427157
037-199001-027,31,57.00067,-162.7773,59,1990,18.669335
037-199001-135,43,59.31767,-171.8478,79,1990,0.482699
037-199001-085,31,57.01317,-167.6982,75,1990,13.104875
037-199001-136,43,59.65217,-171.9012,77,1990,0.086249
037-199001-028,31,56.6685,-162.7662,71,1990,17.693624
037-199001-086,31,56.682,-167.6593,101,1990,153.738106
037-199001-137,43,59.83817,-172.23,75,1990,0.10527
037-199001-191,61,59.01483,-177.007,137,1990,0.622297
037-199001-030,31,56.3275,-162.8028,79,1990,11.287832
037-199001-138,43,59.98117,-171.9827,66,1990,0.239808
037-199001-087,50,56.33317,-167.613,130,1990,11.551631
037-199001-192,61,59.31917,-177.0555,150,1990,19.375299
037-199001-139,43,60.17383,-172.3315,57,1990,2.637148
037-199001-031,31,56.009,-162.8137,77,1990,137.830454
037-199001-088,50,56.01283,-167.6038,132,1990,0.928946
037-199001-193,61,59.66383,-177.134,170,1990,33.613222
037-199001-089,50,55.672,-167.5807,135,1990,0.453396
037-199001-140,43,60.322,-172.051,59,1990,2.408844
037-199001-194,61,59.99483,-177.8187,141,1990,99.030133
037-199001-141,41,60.6465,-172.111,60,1990,4.765836
037-199001-195,61,59.9965,-177.2728,135,1990,458.369891
037-199001-090,50,56.00517,-168.2023,150,1990,236.376918
037-199001-142,41,60.65483,-173.4495,64,1990,14.489732
037-199001-196,61,60.32633,-177.3845,146,1990,301.980293
037-199001-091,50,56.31833,-168.2563,155,1990,96.810906
037-199001-147,43,59.83667,-173.5708,93,1990,69.661067
037-199001-197,61,60.66267,-177.5078,146,1990,162.230119
037-199001-092,50,56.34133,-168.855,128,1990,130.37671
037-199001-148,43,59.6785,-173.25,93,1990,83.266391
037-199001-198,61,60.66767,-178.0992,161,1990,319.296019
037-199001-093,32,56.65767,-168.8955,101,1990,588.093054
037-199001-149,43,59.494,-173.4882,102,1990,373.68313
037-199001-094,32,56.81983,-169.2662,80,1990,99.057338
037-199001-095,32,56.997,-168.9905,79,1990,383.979294
037-199001-150,43,59.336,-173.1695,104,1990,271.427009
037-199001-096,42,57.15667,-169.2942,71,1990,72.104635
037-199001-151,61,59.00767,-173.0715,106,1990,162.674009
037-199001-152,61,58.67183,-172.986,112,1990,4002.076939
037-199001-097,42,57.34883,-169.003,70,1990,89.394574
037-199001-153,61,58.329,-172.9448,108,1990,1184.052689
037-199001-098,42,57.50383,-169.3313,68,1990,54.441171
037-199001-154,61,57.96633,-172.892,110,1990,124.358066
037-199001-099,42,57.66717,-169.0325,68,1990,121.314609
037-199001-155,61,57.6685,-172.775,117,1990,1610.480244
037-199001-100,42,57.81933,-169.3365,64,1990,76.869876
037-199001-156,61,57.34983,-172.7122,117,1990,0
037-199001-101,42,57.997,-169.0852,68,1990,37.509837
037-199001-157,61,56.96567,-172.5697,123,1990,640.643102
037-199001-102,41,58.3195,-169.121,66,1990,56.049717
037-199001-158,61,56.68917,-172.5547,134,1990,1128.809028
037-199001-103,41,58.66633,-169.2023,62,1990,24.507389
037-199001-160,61,56.70517,-171.833,121,1990,28.587885
037-199001-104,41,59.0005,-169.1775,51,1990,13.203374
037-199001-161,61,56.99117,-172.0162,117,1990,259.091344
037-199001-105,20,59.31833,-169.2317,37,1990,11.972167
037-199001-162,61,58.32183,-173.5393,115,1990,959.880303
037-199001-106,20,59.65817,-169.2603,44,1990,6.939776
037-199001-163,61,58.33933,-174.1933,139,1990,5.137087
037-199001-107,20,59.98183,-169.3213,44,1990,14.524804
037-199001-164,61,58.69367,-174.229,144,1990,6.565116
037-199001-108,20,60.315,-169.3287,42,1990,9.408136
037-199001-165,61,58.68833,-173.6135,126,1990,282.917503
037-199001-109,41,60.3335,-170.646,60,1990,50.392803
037-199001-166,61,59.02183,-174.3565,126,1990,183.343058
037-199001-167,62,59.32233,-174.4363,121,1990,260.133004
037-199001-168,62,59.6515,-174.4395,115,1990,1120.563823
037-199001-169,62,60.01283,-174.605,106,1990,239.672966
037-199001-170,43,60.15533,-174.3442,101,1990,169.625503
037-199001-171,62,60.3565,-174.7015,102,1990,198.664249
037-199001-172,41,60.6625,-174.8022,97,1990,116.285863
037-199001-173,82,60.99283,-174.8693,91,1990,213.812359
037-199001-174,82,61.31383,-174.8725,86,1990,12.386772
037-199001-175,82,61.345,-174.2787,79,1990,6.480771
037-199001-176,82,61.658,-174.4373,77,1990,1.861653
037-199001-177,82,61.66833,-174.96,82,1990,1.569668
037-199001-178,82,61.96633,-175.004,79,1990,0
037-199001-179,90,61.6545,-176.3835,104,1990,22.600085
037-199001-180,90,61.33617,-176.3,106,1990,44.389938
037-199001-181,90,61.00767,-176.2933,112,1990,102.131203
037-199001-182,61,60.67917,-176.1978,117,1990,204.881143
037-199001-183,61,60.33817,-176.0238,121,1990,178.568008
037-199001-184,61,59.9795,-175.9323,130,1990,217.205944
037-199001-185,61,59.6655,-175.8612,135,1990,230.861156
037-199001-186,61,59.34517,-175.7628,137,1990,412.326093
037-199001-187,61,59.00417,-175.7345,134,1990,234.311183
037-199001-188,61,58.74333,-175.6015,132,1990,1.194522
037-199001-189,61,58.69483,-176.8778,132,1990,2.10834
037-199001-190,61,58.97983,-177.5188,134,1990,25.039866
078-199001-006,10,58.00517,-159.6498,42,1990,3.158577
078-199001-007,10,57.68167,-159.631,49,1990,29.183666
078-199001-008,10,57.33467,-159.6692,57,1990,23.916027
078-199001-009,10,56.95333,-159.7245,55,1990,26.208611
078-199001-010,10,56.696,-159.8142,37,1990,138.639664
078-199001-011,31,56.66867,-160.3683,59,1990,10.194293
078-199001-012,10,56.35367,-161.0023,57,1990,2.744108
078-199001-013,10,56.34367,-161.516,66,1990,87.413169
078-199001-014,31,56.67517,-160.9993,68,1990,72.631799
078-199001-015,31,57.01333,-160.9483,64,1990,19.334189
078-199001-016,31,57.39167,-160.932,62,1990,2.308699
078-199001-017,31,57.70733,-160.8718,57,1990,15.849218
078-199001-018,10,58.04033,-160.856,44,1990,15.226878
078-199001-019,10,58.27517,-160.8518,31,1990,0
078-199001-020,10,58.25283,-162.0538,48,1990,12.468553
078-199001-021,10,58.00683,-162.1047,38,1990,18.440914
078-199001-022,10,57.66933,-162.1425,48,1990,13.349398
078-199001-023,10,57.33567,-162.1585,51,1990,23.955473
078-199001-024,31,56.99483,-162.1632,60,1990,31.149829
078-199001-025,31,56.69017,-162.2253,71,1990,17.662776
078-199001-027,31,56.342,-162.2268,82,1990,37.488542
078-199001-028,31,56.005,-162.2737,73,1990,144.948983
078-199001-029,31,55.40783,-163.4808,64,1990,91.740895
078-199001-085,50,56.33917,-167.0295,115,1990,0.935245
078-199001-030,31,55.67517,-163.4008,86,1990,88.49485
078-199001-086,50,56.01967,-167.0007,137,1990,17.023095
078-199001-031,31,56.01267,-163.4045,90,1990,36.749654
078-199001-087,50,55.68,-166.9792,137,1990,26.769212
078-199001-032,31,56.33433,-163.4048,84,1990,22.642922
078-199001-088,50,55.29917,-166.9667,144,1990,39.441959
078-199001-089,50,55.00867,-166.9473,159,1990,3.396307
078-199001-033,31,56.67567,-163.4012,75,1990,16.610231
078-199001-090,50,55.34067,-167.5418,152,1990,44.593998
078-199001-035,31,56.72683,-163.8172,75,1990,8.564585
078-199001-091,50,55.66517,-168.1528,139,1990,24.114765
078-199001-036,31,56.99533,-163.5543,68,1990,11.32058
078-199001-092,50,56.65383,-168.2872,108,1990,1081.759276
078-199001-093,32,56.83733,-168.617,97,1990,388.629596
078-199001-037,31,57.06367,-163.9887,68,1990,0.269464
078-199001-094,32,56.99433,-168.3735,82,1990,178.069272
078-199001-038,31,57.3655,-163.933,60,1990,18.522188
078-199001-095,32,57.16283,-168.611,77,1990,100.232743
078-199001-039,10,57.40883,-163.4163,53,1990,5.929761
078-199001-096,32,57.3415,-168.4072,75,1990,54.719596
078-199001-097,42,57.528,-168.6723,73,1990,43.05283
078-199001-040,10,57.67667,-163.3608,48,1990,17.623265
078-199001-098,42,57.6915,-168.4092,71,1990,40.498763
078-199001-041,10,57.96583,-163.3705,44,1990,5.078543
078-199001-099,42,57.84983,-168.709,71,1990,98.562184
078-199001-042,10,58.33433,-163.3722,37,1990,0.898309
078-199001-100,42,58.01467,-168.4572,70,1990,46.418505
078-199001-043,10,58.68533,-163.3672,31,1990,0.301861
078-199001-101,41,58.36867,-168.4678,64,1990,12.051598
078-199001-044,10,58.92417,-163.3197,26,1990,0
078-199001-046,10,58.96933,-164.5737,27,1990,2.877513
078-199001-102,20,58.69533,-168.4867,53,1990,6.126086
078-199001-103,20,59.02517,-168.5345,46,1990,20.278262
078-199001-047,10,58.68083,-164.6452,37,1990,0.78237
078-199001-104,20,59.32767,-168.5563,40,1990,0.889289
078-199001-048,10,58.3135,-164.6312,46,1990,3.833118
078-199001-105,20,59.65967,-168.5965,38,1990,3.221491
078-199001-049,10,58.00733,-164.6233,46,1990,7.952243
078-199001-165,62,59.83517,-174.1692,108,1990,231.09676
078-199001-106,20,59.979,-168.6612,38,1990,3.23151
078-199001-166,43,60.02367,-173.9523,99,1990,81.578192
078-199001-050,10,57.664,-164.6322,53,1990,5.819672
078-199001-107,20,60.317,-168.7032,37,1990,6.417329
078-199001-167,43,60.37533,-174.0675,91,1990,60.404741
078-199001-051,31,57.28767,-164.6187,66,1990,1.668165
078-199001-168,41,60.70167,-174.136,90,1990,195.314324
078-199001-108,20,60.324,-170.0292,53,1990,9.104834
078-199001-052,31,56.97017,-164.5968,71,1990,3.840156
078-199001-169,41,60.99683,-174.1623,84,1990,0.185184
078-199001-053,31,56.639,-164.5968,77,1990,2.766383
078-199001-109,41,60.01067,-169.9702,55,1990,29.202491
078-199001-170,41,61.02367,-173.5085,77,1990,0.333254
078-199001-054,31,56.328,-164.5937,90,1990,14.629438
078-199001-171,82,61.3555,-173.5383,75,1990,0.318729
078-199001-110,41,59.6685,-169.9405,57,1990,24.050317
078-199001-055,31,55.98233,-164.598,95,1990,6.38982
078-199001-172,82,61.69067,-173.5823,70,1990,0
078-199001-111,41,59.34133,-169.8647,60,1990,22.586072
078-199001-173,82,62.01917,-173.6775,64,1990,0
078-199001-056,31,55.66367,-164.5873,97,1990,92.450887
078-199001-174,82,61.9975,-174.5092,77,1990,0
078-199001-112,41,59.01383,-169.8163,64,1990,11.482801
078-199001-057,31,55.3365,-164.6325,104,1990,114.461348
078-199001-175,82,61.9235,-175.8498,97,1990,2.489774
078-199001-113,41,58.6445,-169.7782,68,1990,4.764349
078-199001-058,50,54.786,-165.5367,210,1990,54.427357
078-199001-176,82,61.64367,-175.7803,99,1990,13.143291
078-199001-114,41,58.326,-169.733,70,1990,64.365065
078-199001-177,90,61.33133,-175.6667,99,1990,25.630095
078-199001-059,50,55.0295,-165.7207,130,1990,150.389727
078-199001-115,42,57.99317,-169.701,71,1990,11.404108
078-199001-178,90,60.9865,-175.4938,104,1990,197.537625
078-199001-116,42,57.82717,-169.9522,73,1990,12.714441
078-199001-060,50,55.33483,-165.7763,123,1990,52.290296
078-199001-179,61,60.657,-175.455,110,1990,256.692324
078-199001-117,42,57.67433,-169.6827,71,1990,101.957242
078-199001-061,50,55.66467,-165.8105,119,1990,15.632501
078-199001-180,61,60.32117,-175.3818,113,1990,218.567608
078-199001-118,42,57.49667,-169.9607,70,1990,139.219015
078-199001-062,31,55.98667,-165.7785,110,1990,7.550591
078-199001-181,61,59.93883,-175.2618,123,1990,218.045065
078-199001-119,42,57.32067,-169.622,62,1990,50.185184
078-199001-063,31,56.3555,-165.7757,93,1990,37.422584
078-199001-182,61,59.6515,-175.1618,130,1990,436.318237
078-199001-120,42,57.16267,-169.8868,55,1990,10.160219
078-199001-064,31,56.65717,-165.8193,79,1990,56.452616
078-199001-183,61,59.28517,-175.135,137,1990,1788.959711
078-199001-121,42,57.01667,-169.526,62,1990,35.274515
078-199001-001,10,57.35533,-158.4002,33,1990,0
078-199001-065,31,56.99517,-165.8053,73,1990,19.920485
078-199001-185,61,58.93483,-175.1482,135,1990,0
078-199001-122,42,56.8365,-169.8282,73,1990,24.475872
078-199001-066,31,57.34633,-165.8275,68,1990,40.618042
078-199001-002,10,57.66383,-158.3527,35,1990,20.126839
078-199001-186,61,58.77233,-175.0363,174,1990,0
078-199001-123,32,56.70733,-169.509,77,1990,6.021227
078-199001-067,31,57.65167,-165.8373,64,1990,41.389157
078-199001-003,10,57.98517,-158.3237,35,1990,8.275675
078-199001-187,61,58.73717,-176.218,134,1990,0.036978
078-199001-125,50,56.4225,-169.523,112,1990,0
078-199001-068,10,58.023,-165.9032,55,1990,16.365023
078-199001-005,10,58.25417,-159.4605,29,1990,0
078-199001-188,61,59.02667,-176.34,139,1990,318.974926
078-199001-126,61,56.676,-170.7295,115,1990,951.284042
078-199001-069,10,58.32767,-165.937,44,1990,12.506126
078-199001-189,61,59.33367,-176.3785,139,1990,275.601203
078-199001-127,42,56.997,-170.7743,99,1990,81.418108
078-199001-070,10,58.67367,-165.9373,37,1990,4.324
078-199001-190,61,59.67233,-176.5387,139,1990,212.277401
078-199001-128,42,57.35017,-170.828,82,1990,295.784975
078-199001-071,20,59.0375,-165.9178,29,1990,6.509499
078-199001-191,61,60.0215,-176.7253,144,1990,275.532552
078-199001-129,42,57.68267,-170.9078,86,1990,1062.400105
078-199001-072,20,59.31217,-165.9603,24,1990,0.076343
078-199001-192,61,60.3785,-176.7052,137,1990,132.514866
078-199001-130,42,58.00217,-170.9803,88,1990,447.798616
078-199001-073,20,59.63983,-166.001,26,1990,0.055043
078-199001-193,61,60.689,-176.8067,128,1990,342.512065
078-199001-131,41,58.351,-171.173,90,1990,464.01962
078-199001-074,20,59.5875,-166.6215,29,1990,0.054152
078-199001-194,90,61.0295,-177.211,128,1990,236.47573
078-199001-075,20,59.606,-167.2593,29,1990,2.36586
078-199001-132,41,58.65183,-171.0775,86,1990,3.519743
078-199001-076,20,59.35733,-167.2515,31,1990,0.054864
078-199001-195,90,61.313,-177.0963,132,1990,219.165625
078-199001-133,41,58.99817,-171.1298,79,1990,0.843364
078-199001-077,20,59.01667,-167.2543,40,1990,8.129017
078-199001-196,90,60.99517,-177.548,132,1990,201.328829
078-199001-078,20,58.64017,-167.2458,44,1990,2.853401
078-199001-134,41,59.33683,-171.1837,77,1990,0.509847
078-199001-079,20,58.33867,-167.178,51,1990,3.781045
078-199001-135,41,59.67267,-171.2537,73,1990,0.737569
078-199001-080,31,58.00633,-167.1512,64,1990,6.608048
078-199001-136,41,60.03117,-171.3105,71,1990,1.012789
078-199001-137,41,60.328,-171.3963,64,1990,12.178005
078-199001-081,31,57.687,-167.1213,68,1990,61.565984
078-199001-138,41,60.65583,-171.4235,64,1990,0.375912
078-199001-082,31,57.34467,-167.1392,71,1990,15.965412
078-199001-139,41,60.97967,-171.5152,62,1990,0.644221
078-199001-083,31,56.97733,-167.0918,75,1990,15.265276
078-199001-140,41,61.01083,-172.1383,66,1990,0.264843
078-199001-084,31,56.68467,-167.0755,97,1990,43.270816
078-199001-141,41,60.985,-172.8045,68,1990,0.086658
078-199001-142,41,60.68783,-172.7885,48,1990,8.422155
078-199001-143,43,60.17467,-173.0533,60,1990,6.370308
078-199001-144,43,59.99733,-172.6682,68,1990,1.968171
078-199001-145,43,59.7995,-172.8587,82,1990,4.06796
078-199001-146,43,59.668,-172.611,86,1990,2.414313
078-199001-147,43,59.50333,-172.793,95,1990,47.502882
078-199001-148,43,59.3285,-172.5325,91,1990,70.104514
078-199001-149,41,59.0105,-172.4518,101,1990,155.744632
078-199001-150,61,58.657,-172.3733,104,1990,938.946187
078-199001-151,61,58.31517,-172.283,104,1990,581.006804
078-199001-152,61,57.99933,-172.2653,106,1990,302.156579
078-199001-153,61,57.66567,-172.1665,110,1990,207.302071
078-199001-154,61,57.33,-172.089,110,1990,714.171933
078-199001-158,61,57.00467,-173.25,144,1990,566.81683
078-199001-159,61,57.38467,-173.3358,124,1990,1702.399125
078-199001-160,61,57.6905,-173.4015,148,1990,3.774431
078-199001-161,61,58.02033,-173.4898,117,1990,3145.366532
078-199001-162,61,59.02383,-173.7193,119,1990,696.492316
078-199001-163,62,59.3515,-173.8027,113,1990,807.576431
078-199001-164,62,59.70017,-173.8867,106,1990,105.501491
037-199101-001,10,57.66883,-162.692,42,1991,5.087428
037-199101-002,10,57.3565,-162.766,46,1991,2.862432
037-199101-003,31,57.02017,-162.8115,59,1991,2.486581
037-199101-004,31,56.68433,-162.7928,70,1991,20.156247
037-199101-005,31,56.31283,-162.8072,79,1991,70.866909
037-199101-006,31,56.01983,-162.7977,77,1991,65.94996
037-199101-007,10,55.682,-162.8228,49,1991,5.22866
037-199101-009,31,55.37583,-164.007,73,1991,60.512244
037-199101-010,31,55.69283,-164.0178,93,1991,83.427434
037-199101-011,31,55.999,-164.0462,90,1991,16.760311
037-199101-012,31,56.32867,-164.0467,84,1991,71.778558
037-199101-013,31,56.66683,-164.0548,73,1991,10.261614
037-199101-080,41,58.00833,-167.8128,66,1991,86.204184
037-199101-016,31,56.68283,-164.5813,73,1991,54.39646
037-199101-081,31,57.68283,-167.7973,66,1991,47.99423
037-199101-022,31,57.06983,-164.7613,68,1991,66.897011
037-199101-082,31,57.348,-167.7508,71,1991,285.444548
037-199101-023,31,57.01483,-164.0528,66,1991,16.274019
037-199101-083,31,57.01433,-167.6987,75,1991,72.800335
037-199101-024,31,57.32033,-164.0283,62,1991,2.125801
037-199101-084,31,56.68467,-167.707,101,1991,353.318929
037-199101-025,31,57.33333,-164.595,64,1991,5.282885
037-199101-085,50,56.34733,-167.6395,130,1991,11.515151
037-199101-026,10,57.65733,-164.6345,53,1991,12.623989
037-199101-086,50,56.01367,-167.6235,132,1991,52.621315
037-199101-027,10,57.67,-164.001,49,1991,14.877103
037-199101-088,50,55.608,-167.5682,135,1991,61.069991
037-199101-028,10,57.99183,-164.0208,44,1991,5.330959
037-199101-029,10,58.01267,-164.5863,42,1991,1.855932
037-199101-089,50,55.35533,-167.5353,146,1991,337.992932
037-199101-030,10,58.31217,-164.6415,42,1991,3.376693
037-199101-090,42,57.48567,-168.7598,70,1991,262.335437
037-199101-031,10,58.33567,-164.0448,40,1991,5.876445
037-199101-091,42,57.506,-169.3298,68,1991,17.553436
037-199101-032,10,58.64867,-164.0208,33,1991,2.459166
037-199101-092,42,57.64417,-169.031,68,1991,81.714488
037-199101-033,10,58.67483,-164.6278,35,1991,0.234278
037-199101-093,42,57.8245,-168.764,70,1991,116.696224
037-199101-034,10,58.99533,-164.6967,24,1991,1.376193
037-199101-094,42,57.99383,-169.0612,68,1991,127.70803
037-199101-035,10,58.9915,-164.053,26,1991,0.093811
037-199101-036,10,59.308,-163.9873,18,1991,0.052174
037-199101-095,41,58.325,-169.1145,66,1991,90.879239
037-199101-096,41,58.66283,-169.16,60,1991,26.873803
037-199101-038,10,59.34533,-164.624,20,1991,3.228749
037-199101-097,41,59.00967,-169.191,51,1991,18.961575
037-199101-039,20,59.34033,-165.2793,18,1991,0.936127
037-199101-098,20,59.321,-169.2522,48,1991,23.311885
037-199101-099,20,59.65433,-169.2833,46,1991,57.173377
037-199101-040,20,59.65133,-165.9462,22,1991,1.086543
037-199101-100,20,59.99,-169.3327,44,1991,60.427631
037-199101-101,20,60.3325,-169.3622,40,1991,23.535
037-199101-041,20,59.34717,-165.9423,22,1991,0.171639
037-199101-105,41,60.32567,-171.328,64,1991,6.967215
037-199101-169,62,59.6755,-173.8445,104,1991,123.637756
037-199101-042,10,59.018,-165.3088,26,1991,1.958658
037-199101-170,43,59.51483,-173.5445,102,1991,159.310715
037-199101-043,10,58.68167,-165.3205,37,1991,6.098624
037-199101-106,41,60.32483,-170.6873,60,1991,11.154581
037-199101-044,10,58.35117,-165.3208,42,1991,2.914223
037-199101-171,43,59.64283,-173.2735,97,1991,170.116369
037-199101-107,41,60.0185,-170.6303,64,1991,6.054102
037-199101-172,43,59.34483,-173.1495,101,1991,118.30198
037-199101-045,10,58.02417,-165.2898,48,1991,8.755773
037-199101-108,41,60.00417,-171.2895,68,1991,3.222493
037-199101-173,61,59.00983,-173.0835,106,1991,199.14075
037-199101-046,31,57.67817,-165.2343,59,1991,10.771161
037-199101-109,41,59.66833,-171.261,71,1991,2.225388
037-199101-174,61,58.68317,-173.027,112,1991,891.871141
037-199101-047,31,57.35,-165.2297,64,1991,86.565553
037-199101-110,41,59.66633,-170.5963,66,1991,3.112595
037-199101-175,61,58.3475,-172.9337,108,1991,185.526357
037-199101-048,31,57.01483,-165.2188,70,1991,42.973336
037-199101-111,41,59.35117,-170.5417,64,1991,1.247049
037-199101-176,61,58.0135,-172.8728,108,1991,165.634774
037-199101-049,31,56.67267,-165.2205,73,1991,88.942179
037-199101-112,41,59.33133,-171.1465,75,1991,1.029145
037-199101-177,61,57.66183,-172.7898,119,1991,130.146704
037-199101-050,31,56.3485,-165.2193,84,1991,153.871563
037-199101-113,41,59.01483,-171.1315,77,1991,1.179984
037-199101-178,61,57.351,-172.8047,115,1991,179.875034
037-199101-114,41,59.01183,-170.5098,71,1991,1.460005
037-199101-051,31,55.98367,-165.1103,95,1991,110.975357
037-199101-179,61,57.01433,-172.6535,123,1991,2027.940308
037-199101-115,41,58.66583,-170.435,73,1991,28.422793
037-199101-052,31,55.68617,-165.1808,108,1991,49.34663
037-199101-180,61,56.6615,-172.5692,135,1991,336.935498
037-199101-181,61,58.67467,-175.5827,134,1991,306.232133
037-199101-116,41,58.66767,-171.0555,82,1991,4.296762
037-199101-053,50,55.34717,-165.1725,110,1991,101.203222
037-199101-182,61,58.99767,-175.7473,135,1991,230.597488
037-199101-117,41,58.33733,-171.0148,82,1991,222.371476
037-199101-054,50,55.014,-165.1488,110,1991,62.649254
037-199101-183,61,59.32883,-175.7475,137,1991,311.761921
037-199101-118,41,58.336,-170.4125,73,1991,39.20679
037-199101-184,61,59.6755,-175.8685,137,1991,66.160444
037-199101-055,31,54.74267,-165.1573,90,1991,3152.636208
037-199101-185,61,60.00833,-175.9273,128,1991,153.928986
037-199101-119,42,58.017,-170.3263,73,1991,31.205282
037-199101-056,50,54.99767,-166.2763,143,1991,76.746129
037-199101-186,61,60.31783,-176.0545,123,1991,281.203677
037-199101-120,42,57.84283,-170.5887,77,1991,73.684784
037-199101-057,50,55.33533,-166.3612,132,1991,119.394044
037-199101-187,61,60.6575,-176.0378,117,1991,54.99411
037-199101-121,42,57.98183,-170.9055,84,1991,298.422746
037-199101-058,50,55.6665,-166.38,126,1991,239.200285
037-199101-188,90,60.96383,-176.2322,113,1991,35.130011
